"","X","B365H","B365D","B365A","Season","Matchweek_round","Year","Month","Day","Hour","Minute","Referee","rPointsATM","rRankATM","rFTG_roll","rGC_roll","rS_roll","rST_roll","rF_roll","rC_roll","rY_roll","rR_roll","rOverallGK","rOverallDEF","rOverallMID","rOverallATT","r_attWorkRate","r_defWorkRate","r_avgPACE","r_avgSHOOTING","r_avgPASSING","r_avgDRIBBLING","r_avgDEFENDING","r_avgPHYSICALITY","r_avgHeight","r_avgWeight","r_avgAge","rSumWage","rSumValue","r_avgDIVING","r_avgHANDLING","r_avgKICKING","r_avgPOSITIONING","r_avgREFLEXES","r_avgSPEED","FTR"
"11",11,4.75,3.6,1.85,2014,5,2014,9,20,15,0,24,1.66666666666667,0.285714285714286,0.599999999999999,0.199999999999999,0.480769230769232,0.333333333333334,0.857142857142855,1.23076923076923,0.749999999999999,1,0.975,0.926517571884984,1.23140495867769,0.890243902439024,0.777777777777778,1,1.03104,0.983870967741935,0.868251533742332,0.896011816838996,1.06596958174905,1.07424,1.00064686271583,1.03418379985137,1.04563420768955,0.410628019323671,0.287649402390438,0.963855421686747,1,0.957142857142857,1,0.964285714285714,1.06666666666667,"A"
"12",12,2.5,3.3,3.1,2014,5,2014,9,20,15,0,4,0.666666666666667,1.13333333333333,0,0.25,0.969696969696973,0.7,1.13793103448276,0.733333333333334,0.857142857142858,1,0.972972972972973,0.952380952380952,0.910299003322259,1.88888888888889,0.933333333333333,1,0.988995215311004,0.991616766467065,0.946075085324232,0.938880000000001,0.898398576512456,0.988180404354588,1.00965627657977,1.03422892896577,1.00601604278075,0.447058823529412,0.498257839721254,0.973333333333333,0.972972972972973,0.985714285714286,1.01408450704225,1,0.883333333333333,"D"
"13",13,2.2,3.3,3.75,2014,5,2014,9,20,15,0,27,0.4,2,0.750000000000002,1.4,1.31034482758621,1.09090909090909,0.843749999999997,1.64285714285714,0.375,1,1.06756756756757,1,1.30103806228374,0.503448275862069,1.5,0.88235294117647,1.04310344827586,0.988391376451078,1.03955696202532,1.03268945022288,1.06230031948882,1.00958904109589,1,1.03686087990487,0.97278911564626,1.30376344086022,1.54285714285714,1.09459459459459,1.08219178082192,1.04347826086957,1,1.07692307692308,1.10526315789474,"D"
"14",14,2.8,3.25,2.8,2014,5,2014,9,20,12,45,21,0.75,1.23076923076923,0.499999999999999,4,0.719999999999999,0.88888888888889,0.956521739130434,0.500000000000001,0.285714285714286,1,0.914634146341463,0.785714285714286,1.24745762711864,0.986928104575163,1.90909090909091,1.14285714285714,1.1319018404908,1.00978792822186,1.03076923076923,1.071964017991,0.993421052631579,0.954966887417218,0.992714910150561,0.989819004524886,0.989932885906039,0.908163265306122,0.736242884250474,0.952380952380952,0.851851851851852,1,0.9,0.952941176470588,0.654545454545455,"D"
"15",15,2.5,3.3,3.1,2014,5,2014,9,20,15,0,14,1.28571428571429,0.6,0.857142857142858,3.99999999999999,1,0.88235294117647,0.833333333333336,0.4,3,1,1,1.01694915254237,0.973958333333333,1.05194805194805,1.4375,0.875,1.01282051282051,1.07829181494662,1.03888024883359,0.991477272727273,0.947712418300654,0.974358974358974,0.984197530864197,1.02923976608187,1.05072463768116,0.978947368421053,0.967984934086629,1.05555555555556,0.921052631578947,1.02857142857143,0.986666666666667,1.0375,1.2,"A"
"16",16,4.5,3.8,1.85,2014,5,2014,9,20,17,30,7,0.666666666666667,1.75,1.5,1.5,0.804347826086956,1.16666666666667,1.07407407407407,1.23529411764706,0.857142857142858,1,0.926829268292683,0.932038834951456,1.26778242677824,0.607594936708861,0.789473684210526,0.7,0.967914438502674,0.956810631229236,0.92330383480826,0.905349794238683,1.00633914421553,0.979919678714859,1.00897755610973,0.995238095238095,1.06666666666667,0.461538461538462,0.432017543859649,0.892857142857143,0.962025316455696,1,0.9375,0.964285714285714,0.789473684210526,"H"
"17",17,1.4,5,9,2014,5,2014,9,21,16,0,25,2.5,0.578947368421053,1.75,1.33333333333334,1.02857142857143,0.928571428571427,0.555555555555555,0.8,0.833333333333335,1,1.09333333333333,1.06143344709898,0.538990825688073,3,1.35714285714286,1.35714285714286,1.05393586005831,1.09233449477352,1.09621451104101,1.09815950920245,1.03770491803279,0.990604026845638,0.989614243323442,0.997668997668997,1.04290429042904,1.63235294117647,2.32374100719424,1.06329113924051,1.08450704225352,1.08571428571429,1.12328767123288,1.05063291139241,1.13953488372093,"A"
"18",18,5.5,4.2,1.67,2014,5,2014,9,21,13,30,22,1,1,0.399999999999999,3,0.638888888888889,0.571428571428572,1,1.15384615384615,0.799999999999996,1,0.891566265060241,0.926421404682274,0.881147540983607,0.809160305343511,0.95,1.0625,0.90956749672346,0.88125,0.820083682008368,0.883468834688347,0.963333333333333,0.975806451612903,0.99502487562189,1.01176470588235,1.11231884057971,0.132305716120745,0.0782962377132527,0.896551724137931,0.933333333333333,0.965116279069767,0.907894736842105,0.909090909090909,0.867924528301887,"H"
"19",19,2.38,3.5,3.1,2014,5,2014,9,21,16,0,23,0.583333333333333,7,0.416666666666668,0.799999999999996,0.588235294117645,0.518518518518519,1.07692307692308,1.17647058823529,2.33333333333333,1,1.04625004197088,1.00617283950617,1.00911854103343,1.98823529411765,1.21052631578947,1,1.03328244274809,1.0527731092437,1.08086124401914,1.06451612903226,0.895833333333333,0.995633187772926,0.994246260069045,0.966942148760331,1.02272727272727,1.5045045045045,1.78861788617886,1.0676016945055,0.986497030730498,1.05931426075562,1.02028461176615,1.05302431489713,1.2117261506076,"D"
"20",20,1.53,4.33,7,2014,5,2014,9,21,13,30,16,3.5,0.4,3,1,1.14285714285714,2.4,1.11428571428571,0.904761904761904,0.166666666666666,1,1.08974358974359,1.04861111111111,0.901826484018265,3,1.4,1.4,1.09090909090909,1.07654723127036,1.06392694063927,1.07988165680473,0.981937602627258,1.05397727272727,1.0195,0.982973893303064,0.921768707482993,2.29487179487179,2.77785977859779,1.08860759493671,1.05194805194805,0.972602739726027,1.05194805194805,1.07317073170732,1.30612244897959,"A"
