"","X","B365H","B365D","B365A","Season","Matchweek_round","Year","Month","Day","Hour","Minute","Referee","rPointsATM","rRankATM","rFTG_roll","rGC_roll","rS_roll","rST_roll","rF_roll","rC_roll","rY_roll","rR_roll","rOverallGK","rOverallDEF","rOverallMID","rOverallATT","r_attWorkRate","r_defWorkRate","r_avgPACE","r_avgSHOOTING","r_avgPASSING","r_avgDRIBBLING","r_avgDEFENDING","r_avgPHYSICALITY","r_avgHeight","r_avgWeight","r_avgAge","rSumWage","rSumValue","r_avgDIVING","r_avgHANDLING","r_avgKICKING","r_avgPOSITIONING","r_avgREFLEXES","r_avgSPEED","FTR"
"574",574,1.53,4.2,7.5,2015,26,2016,2,13,15,0,25,1.20689655172414,0.714285714285714,7,1,1.85714285714285,2.14285714285715,0.677419354838712,1.07692307692308,0.333333333333333,1,0.936708860759494,0.795221843003413,0.828947368421053,1,0.928571428571429,1.0625,1.02877697841727,1.12436115843271,1.14750803858521,1.09398496240601,1.05982567353407,1.03312841530055,0.991773609740049,0.981968253968254,0.943894389438945,0.892514395393474,1.38772510106578,0.938271604938272,0.948717948717949,1.02739726027397,0.961038961038961,0.892857142857143,1.04081632653061,"A"
"575",575,2.38,3.4,3.25,2015,26,2016,2,13,15,0,24,0.58974358974359,3,1,3.33333333333333,0.528301886792452,1,0.966666666666667,1.33333333333333,0.571428571428571,1,0.961538461538462,1.29515418502203,0.965879265091864,0.986842105263158,1,0.941176470588235,1.01232,1.0340782122905,0.974380165289257,0.986341463414635,0.829641693811075,0.925560538116592,0.991327751196173,0.996799810359133,1.05081230556516,0.840366972477064,0.594946401225115,0.987179487179487,0.907894736842105,1.04225352112676,0.973684210526316,0.941176470588235,0.955555555555556,"D"
"576",576,5.25,3.75,1.75,2015,26,2016,2,13,12,45,2,0.48780487804878,3.8,0.750000000000002,1.99999999999999,0.700000000000002,0.692307692307693,0.696969696969697,0.76470588235294,0.599999999999999,1,0.86046511627907,1.22083333333333,0.768079800498753,3,1.5,1.1875,1.03698384201077,0.951440329218107,0.889041095890411,0.91602023608769,0.993213572854291,1.05211267605634,1.00333611342785,1.06935617573915,1.02359767891683,0.497652582159624,0.334051724137931,0.852272727272727,0.901234567901235,0.825581395348837,0.867469879518072,0.876404494382023,1.13207547169811,"H"
"577",577,3.2,3.25,2.5,2015,26,2016,2,13,15,0,14,0.72972972972973,2.28571428571429,1.99999999999999,3,1.51724137931035,1.71428571428572,0.818181818181816,1.54545454545454,1.99999999999999,0,1.02631578947368,1.37333333333333,1.0265780730897,0.506578947368421,0.65,0.9,1.01458670988655,1.01666666666667,0.985024958402662,1.01901743264659,1.0283185840708,0.979320531757756,0.987376509330406,0.992356687898089,1.1015625,1.21380846325167,1.24137931034483,1.04054054054054,1.03896103896104,0.986486486486487,1.02631578947368,1.02439024390244,1.41176470588235,"A"
"578",578,1.75,4,5,2015,26,2016,2,14,12,0,21,0.905660377358491,2,0.25,1,0.95238095238095,0.944444444444445,1.06451612903226,1.46666666666667,1.99999999999999,3,1.11842105263158,1.08108108108108,0.832764505119454,1.67114093959732,1,1.17647058823529,1.03413940256046,1.03289473684211,1.1198738170347,1.09530791788856,1.07760141093474,1.00694444444444,1.0161861406171,1.00119047619048,0.963455149501661,3.47560975609756,5.62529274004684,1.05063291139241,1.1830985915493,0.858823529411765,1.15277777777778,1.03703703703704,1.06521739130435,"H"
"579",579,4.75,3.6,1.85,2015,26,2016,2,14,14,5,27,0.457142857142857,2,0.285714285714286,0.25,0.720930232558139,0.642857142857142,1.36,0.590909090909091,0.333333333333333,3,0.91025641025641,0.772959183673469,0.923076923076923,0.879518072289157,0.695652173913043,1,0.970063327576281,0.913654618473896,0.931013431013431,0.94451881600476,1.04312041510109,1.00996376811594,0.986130653266331,0.999020807833537,0.993165467625898,0.391891891891892,0.276249298147108,0.902439024390244,0.906666666666667,1.09230769230769,0.931506849315068,0.904761904761905,0.824561403508772,"A"
"580",580,2.1,3.75,3.6,2015,26,2016,2,14,16,15,22,0.979166666666667,1.33333333333333,0.571428571428571,5.00000000000002,0.65671641791045,0.346153846153846,1.18181818181818,0.515151515151515,2.25000000000001,1,0.988235294117647,1.4206008583691,1.07832898172324,1.11538461538462,1.05,0.9375,1.04238805970149,1.04761904761905,1.02085308056872,1.04609494640122,1.00623946037099,0.985651537335285,0.982253200850266,1.00863516430799,1.1965811965812,2.22666666666667,2.12025316455696,0.977011494252874,0.963414634146341,1.11764705882353,1.03703703703704,0.988636363636364,0.9375,"A"
"581",581,1.5,4.33,6,2015,27,2016,2,27,15,0,27,2.20833333333333,0.0588235294117647,3,0.428571428571429,0.971428571428566,1.77777777777778,0.88571428571428,0.4,0.833333333333335,3,1.01333333333333,1.01724137931034,0.983221476510067,1.98666666666667,1.30769230769231,0.944444444444444,0.987906976744186,1.04585635359116,0.990311418685122,1.0429054054054,0.957303370786517,1.02437888198758,0.985635468959688,0.974192048360846,1.00514579759863,0.990338164251208,1.20604395604396,1.02597402597403,1.02898550724638,1.14864864864865,0.972972972972973,1.0125,1.06976744186047,"H"
"582",582,2.8,3.25,2.5,2015,27,2016,2,27,15,0,21,1.21212121212121,0.5,0.333333333333333,0,0.813953488372097,0.714285714285713,1.37142857142857,0.440000000000001,5.00000000000002,1,0.883720930232558,0.938080495356037,0.543062200956938,1.76744186046512,0.8,1.33333333333333,0.930501372634013,0.808531746031745,0.906839987619932,0.924222514235654,1.03049421661409,1.01501501501501,0.998249999999999,1.0018539976825,0.977351916376306,0.274850299401198,0.203470031545741,0.880952380952381,0.885057471264368,1.07246376811594,0.883720930232558,0.931818181818182,0.693877551020408,"A"
"583",583,1.62,3.75,5.5,2015,27,2016,2,27,15,0,16,2.25,0.45,1.5,0.874999999999998,1.45454545454546,1.5,1.35483870967742,1.85714285714286,1.33333333333333,0,1.08450704225352,1.00673400673401,1.28666666666667,0.972602739726027,1.0625,1,0.922869955156951,1.01436464088398,1.00441176470588,0.99607535321821,1.02879310344828,1.01756756756757,1.03308094923523,1.11028315946349,1.05941302791696,1.2948717948718,1.67915690866511,1.06756756756757,1.11764705882353,1.05633802816901,1.13235294117647,1.09210526315789,1.04255319148936,"H"
"584",584,2.38,3.25,3,2015,27,2016,2,27,15,0,4,1.28571428571429,0.666666666666667,0.666666666666667,0.333333333333333,0.694444444444444,0.600000000000001,1.25,0.684210526315789,0.625,1,0.986842105263158,1,1.05915492957746,0.986301369863014,0.56,1.30769230769231,0.902666666666667,0.991289198606272,0.956923076923077,0.951359084406295,1.18098720292505,1.09210526315789,1.01298701298701,1.00817757009346,1.03114186851211,1.33454545454545,1.29433272394881,0.98780487804878,0.930555555555556,1,1,0.975903614457831,1.15909090909091,"D"
"585",585,2.6,3.1,2.8,2015,27,2016,2,27,17,30,14,1,1,0.666666666666667,0.399999999999999,0.725000000000002,0.666666666666668,1,0.666666666666667,1.2,1,1.08219178082192,0.963576158940397,1.26578073089701,1.0958904109589,1.07692307692308,1.45454545454545,0.913106796116504,1.0874296435272,0.974619289340101,1.0030303030303,0.970069204152249,0.960703812316715,0.987234868708441,1.02840909090909,1.09574835810577,1.19756097560976,1.38895089285714,1.125,1.05405405405405,0.890243902439024,1.01315789473684,1.16666666666667,1.08888888888889,"H"
"586",586,1.8,3.5,4.5,2015,27,2016,2,27,12,45,23,1.73913043478261,0.31578947368421,1,0.750000000000002,1.38461538461538,1.55555555555556,1.2,0.8125,1.75,1,1.05405405405405,0.774744027303754,1.23051948051948,0,0.933333333333333,0.894736842105263,0.969529085872576,1.02508650519031,1.02272727272727,1.00883652430044,1.03295819935691,0.953815261044177,1.00155167636465,0.977777777777777,0.976946334089192,0.849056603773585,0.925806451612903,1.04,1.04109589041096,1,1.05555555555556,1.08974358974359,0.75,"H"
"587",587,1.4,4.2,9,2015,27,2016,2,28,14,5,24,1.88888888888889,0.125,3,0.333333333333333,0.979999999999996,2,1.11764705882354,1.14285714285714,5.00000000000002,1,1.08974358974359,0.754045307443366,1.23225806451613,1.01298701298701,1.53846153846154,1,1.10147299509002,1.15322580645161,1.0547263681592,1.02664576802508,0.914473684210526,0.98355754857997,1.01212121212121,0.96010296010296,0.827338129496403,1.31531531531532,1.65435356200528,1.12987012987013,1.025,0.931506849315068,1.03846153846154,1.04761904761905,1.33333333333333,"H"
"588",588,3,3.25,2.38,2015,27,2016,2,28,14,5,7,0.803921568627451,2,1.25000000000001,3,0.800000000000003,0.818181818181819,1.32142857142857,0.777777777777778,1.14285714285715,1,1.01176470588235,0.945147679324895,1.97107438016529,0,0.68421052631579,0.652173913043478,0.887765135552746,0.961145194274029,0.985267034990791,0.965250965250965,0.980725623582767,0.941464160171175,0.993477170095335,0.985925925925926,0.961052631578948,0.736802973977695,0.778194682675815,1.06024096385542,0.964285714285714,1.17808219178082,1,1.05952380952381,1.08163265306122,"H"
"589",589,4.5,3.6,1.91,2015,28,2016,3,1,19,45,32,0.457142857142857,1.66666666666667,0.5,8.00000000000002,0.318181818181818,0.263157894736843,1.4,0.0952380952380953,3,1,1.05405405405405,1.6137339055794,0.471698113207547,1.8625,0.933333333333333,0.705882352941177,1.01804368471035,0.907131011608624,0.934033858727379,0.941889078175279,0.986717267552182,1.01545253863135,0.992125984251971,0.991784702549576,1.00296610169492,1.01010101010101,0.504504504504504,1.05263157894737,1.02702702702703,0.853333333333333,1.04054054054054,1.08,0.941176470588235,"A"
"590",590,2.9,3.25,2.7,2015,28,2016,3,1,19,45,23,0.725,2.14285714285714,0.333333333333333,2.5,1.39285714285714,1,0.769230769230769,1.4,0.714285714285717,0,1,0.919354838709677,1.28444444444444,1,1.04545454545455,0.8125,1.04290076335878,1.02407766990291,1.03170731707317,1.0121451104101,0.895195729537367,0.925560538116592,0.992187888739611,0.973289006075892,1.05396595436436,0.719587628865979,0.554597701149425,1.10810810810811,0.935064935064935,0.837837837837838,0.973684210526316,1.01219512195122,1.29411764705882,"H"
"591",591,1.73,3.8,5.5,2015,28,2016,3,1,19,45,22,1.6,0.0769230769230769,1.25000000000001,1,1.47826086956521,2.16666666666667,0.894736842105258,1,0.625,3,0.962025316455696,1.02068965517241,0.753280839895013,1.8625,1.35714285714286,1.0625,1.08607198748044,1.01320132013201,1.01777059773829,1.0384024577573,0.873831775700935,0.974254742547426,0.981755424063118,0.939933259176863,0.96805111821086,0.8004158004158,0.604293236127987,0.975308641975309,0.91025641025641,1.16438356164384,0.935064935064935,0.964285714285714,0.938775510204082,"D"
"592",592,5.25,4,1.7,2015,28,2016,3,1,19,45,19,0.666666666666667,1.41666666666667,0.25,1.66666666666667,0.723404255319145,0.571428571428572,1.15151515151515,0.692307692307692,6.00000000000001,0,0.872093023255814,1.18367346938776,0.866279069767442,0.326086956521739,0.68421052631579,1.15384615384615,0.916992611907866,0.846335697399528,0.906555090655509,0.862094073103248,1.02758352758353,0.945136007376671,0.988098765432099,0.984077892325315,1.08791208791209,0.234146341463415,0.105518496058217,0.916666666666667,0.793103448275862,1.07246376811594,0.86046511627907,0.909090909090909,0.877551020408163,"A"
"593",593,2.5,3.3,3.1,2015,28,2016,3,1,19,45,4,0.71875,1.35714285714286,1,0.666666666666665,1,1,0.682926829268291,0.736842105263159,0.750000000000002,1,1.01369863013699,0.970198675496689,1.01320132013201,1.05369127516779,1,1.58333333333333,1.04775687409551,0.981757877280265,1.00306748466258,1.02848575712144,1.00649350649351,0.972549019607843,0.976732913233152,0.961754780652418,1,1.08333333333333,1.22350674373796,1.04166666666667,0.986486486486487,0.865853658536585,0.947368421052632,1.08333333333333,1.33333333333333,"D"
"594",594,1.36,5.25,10,2015,28,2016,3,2,19,45,34,1.88888888888889,0.1875,3,1,1.11904761904762,1.77777777777778,0.914285714285714,0.80952380952381,2.00000000000001,1,1.08974358974359,0.814432989690722,0.825974025974026,3.23376623376623,0.944444444444444,1.11111111111111,1.0056338028169,1.10472972972973,1.09007633587786,1.07010014306152,0.937597503900156,1.01366120218579,1.00499001996008,0.996458087367178,0.989655172413792,2.48603351955307,3.04353741496599,1.07792207792208,1.05,1,1.06410256410256,1,1.02083333333333,"A"
"595",595,2.63,3.4,2.88,2015,28,2016,3,2,20,0,21,0.808510638297872,2.5,2.66666666666667,0.799999999999996,0.872340425531915,1.6,0.555555555555556,1.13636363636364,0.428571428571429,1,0.928571428571429,1.1631419939577,0.786764705882353,0.873563218390805,1.19047619047619,1.0625,0.931558935361217,0.978361669242658,1.00280898876405,0.963302752293578,1.03381642512077,1.04494382022472,1.01575203252033,1.01849568434032,0.908196721311477,0.575,0.478125,0.964705882352941,0.949367088607595,0.855263157894737,0.869047619047619,0.96551724137931,0.95,"H"
"596",596,1.67,3.8,6,2015,28,2016,3,2,20,0,24,1.18918918918919,0.416666666666667,2.5,2.5,1.33333333333333,4.50000000000001,1.15384615384615,2.1,1.66666666666666,1,1.14666666666667,0.736842105263158,0.881720430107527,0,0.75,0.933333333333333,1.07036247334755,1.03852596314908,1.13057324840764,1.16426387068589,0.912513842746401,0.941176470588235,0.968964250734572,0.915639013452915,0.846825396825398,1.88631578947368,4.22957920792079,1.08641975308642,1.2089552238806,1.38709677419355,1.12162162162162,1.09876543209877,1.03921568627451,"H"
"597",597,2,3.5,4.2,2015,28,2016,3,2,19,45,27,1.625,0.529411764705882,2.5,0.625,0.916666666666667,0.857142857142857,0.878048780487803,1.35714285714286,1,0,1.11594202898551,1.03103448275862,1,0.93421052631579,0.894736842105263,1,0.984218077474892,1.02170283806344,1.04754601226994,1.01293103448276,1.04905063291139,1.004,1.00743310208127,1.00224215246637,1.08424908424908,0.901785714285714,1.00737618545838,1.12857142857143,1.13432835820896,1.10294117647059,1.11594202898551,1.15277777777778,1.02083333333333,"H"
"598",598,4,3.6,2,2015,28,2016,3,2,19,45,2,0.796296296296296,3,0.599999999999999,1.5,0.575757575757577,0.423076923076923,0.800000000000004,0.565217391304347,1,1,0.917647058823529,0.991266375545852,0.97948717948718,0,0.6,0.833333333333333,0.926569506726458,0.940150176678445,0.924352134146341,0.930975794251135,1.09129213483146,1.01550235478807,0.996064184075084,1.01557907113463,1.13018597997139,0.607843137254902,0.468970934799686,0.896551724137931,0.926829268292683,1.04411764705882,0.938271604938272,0.965909090909091,0.703125,"H"
"599",599,1.5,4.5,7.5,2015,29,2016,3,5,15,0,22,0.928571428571429,1.42857142857143,1.5,1.5,1.3225806451613,1,0.888888888888892,1.11111111111111,1,3,1.11688311688312,1.06953642384106,1.07772020725389,0.948717948717949,1.26666666666667,1.38461538461538,1.0887323943662,1.08623548922056,1.05433186490455,1.07407407407407,1.00308641975309,0.986504723346829,0.994591937069813,0.969730941704035,0.96140350877193,2.56140350877193,3.33736396614268,1.06329113924051,1.14473684210526,0.92,1.11688311688312,1.06024096385542,1,"D"
"600",600,1.73,4,5,2015,29,2016,3,5,15,0,4,0.826086956521739,1.83333333333333,1.5,1,1.70588235294118,1.58333333333333,0.749999999999998,1.85714285714286,0.666666666666667,1,0.948717948717949,2.03947368421053,0.62565445026178,3,1.41666666666667,1.25,1.05722003929273,1.04628537735849,1.00128865979381,1.02664342629482,1.03930995475113,1.0580985915493,1.0137741046832,1.03826955074875,0.962243797195254,1.15116279069767,1.87368421052632,0.974358974358974,0.973684210526316,1.05633802816901,0.973684210526316,0.88235294117647,1.13333333333333,"A"
"601",601,1.22,7,15,2015,29,2016,3,5,15,0,19,2.9375,0.25,1,0.727272727272728,1.8,1.42857142857143,1.06060606060606,2.22222222222222,0.444444444444443,1,1.07692307692308,1.08250825082508,1.47345132743363,1.12751677852349,1.58333333333333,0.714285714285714,1.05818181818182,1.11147540983607,1.05522388059701,1.09615384615385,0.92778730703259,0.96588579795022,0.996029951253831,0.999170321204219,1.10340041637752,3.28712871287129,4.79667282809612,1.0625,1.03947368421053,1.1875,1.09090909090909,1.07407407407407,1.25,"H"
"602",602,2.63,3.4,2.88,2015,29,2016,3,5,15,0,31,0.75,1.13333333333333,0.666666666666667,2,1.09677419354839,1.55555555555556,0.914285714285714,0.541666666666666,0.199999999999999,1,0.907894736842105,1.01754385964912,1.33797909407666,0.473684210526316,1.0952380952381,1.45454545454545,0.941721854304636,1.01546391752577,0.987823439878234,0.990126939351199,1.09397163120567,1.08382352941176,1.00750375187594,1.02097902097902,0.927835051546388,1.58682634730539,1.828125,0.853658536585366,0.930555555555556,1.09677419354839,0.932432432432432,0.867469879518072,1.09090909090909,"A"
"603",603,1.6,4,6.5,2015,29,2016,3,5,15,0,27,1.66666666666667,0.529411764705882,0.500000000000002,1,0.509803921568628,0.533333333333334,1.48148148148148,0.8125,2,1,1.02702702702703,0.767676767676768,1.25081433224756,0.987179487179487,1.05882352941176,1.125,0.921713441654357,0.97104247104247,1.02698145025295,1.06085526315789,0.91778523489933,0.975182481751825,0.988624052004334,1.00380710659898,1.03543307086614,1.03838383838384,1.18954248366013,0.986666666666667,1.05479452054795,1.04225352112676,1.05555555555556,1.05128205128205,0.566666666666667,"D"
"604",604,2.05,3.5,4,2015,29,2016,3,5,15,0,7,1.25,0.888888888888889,1,0.799999999999996,0.971428571428566,1.33333333333334,0.795454545454546,1.36363636363636,0.714285714285717,1,1.04,1.41095890410959,0.839673913043478,1.02666666666667,0.8125,1.2,0.987381703470033,0.83848797250859,0.976897689768978,1.02063492063492,1.1881390593047,1.09225700164745,0.998335183129856,1.01432291666667,1.02173913043478,1.31961259079903,2.01963534361851,1,1.15942028985507,0.986486486486487,1.05405405405405,1.05,1.11627906976744,"H"
"605",605,2.38,3.4,3.25,2015,29,2016,3,5,12,45,25,1.05882352941176,0.666666666666667,0.799999999999996,0.5,0.890909090909091,1.26666666666667,1.21875,0.523809523809524,1.14285714285715,1,1.08974358974359,0.983122362869198,1.23003194888179,0.31578947368421,1.05263157894737,0.636363636363636,1.06293706293706,0.994152046783625,0.999379267535693,0.985185185185185,0.970891018814342,0.976158344579397,1.01072144288577,1.01496932515337,0.945756457564577,0.647302904564315,0.647838899803536,1.04819277108434,1.15492957746479,0.871794871794872,1.05194805194805,1.04761904761905,1.88235294117647,"D"
"606",606,3,3.4,2.55,2015,29,2016,3,5,17,30,14,0.649122807017544,12,0.500000000000002,0.500000000000002,0.880952380952379,0.636363636363635,1.62068965517242,1.06666666666667,2.33333333333333,0,0.986842105263158,1.01013513513514,1.29351535836177,0.483221476510067,0.941176470588235,0.88235294117647,0.974395448079659,1.01151315789474,1.01104100946372,0.979472140762463,1.16931216931217,1.08888888888889,1.03338391502276,1.05714285714286,0.996677740863787,1.18780487804878,1.19672131147541,1.0253164556962,0.943661971830986,0.729411764705882,1.02777777777778,1,1.10869565217391,"A"
"607",607,3.8,3.5,2.1,2015,29,2016,3,6,13,30,2,0.804878048780488,1.875,0.454545454545455,3.49999999999999,1.10526315789473,0.666666666666667,1.51851851851852,1.1875,1.5,1,0.961538461538462,0.791666666666667,0.953271028037383,1,0.6,0.68421052631579,0.944595821980018,0.963570127504554,0.942571785268414,0.910598522538821,1.02912960055817,1.04194857916103,1.01601796407186,1.02190132370638,1.12067669172932,0.51063829787234,0.421303656597774,0.963414634146341,0.973333333333333,0.938461538461538,1.01369863013699,0.964285714285714,1,"A"
"608",608,4.33,3.4,2,2015,29,2016,3,6,16,0,23,0.765957446808511,2.16666666666667,1.2,1,0.818181818181818,0.642857142857142,0.790697674418604,0.368421052631579,0.874999999999998,1,0.918604651162791,0.903426791277259,1.21337579617834,3,1.16666666666667,1.33333333333333,0.904778761061947,1.03811563169165,0.865734265734266,0.885714285714286,1.0090373280943,1.07934186471664,1.00806362531757,1.12297015961138,1.1086186540732,0.503664921465969,0.376142595978062,0.920454545454545,0.962962962962963,0.848837209302326,0.927710843373494,0.943820224719101,0.924528301886792,"H"
"609",609,1.95,3.5,4.33,2015,30,2016,3,12,15,0,32,1.06060606060606,0.933333333333333,1.25000000000001,0.333333333333333,1.16129032258065,1.33333333333333,0.923076923076923,1.26666666666667,0.571428571428571,1,0.974358974358974,0.922330097087379,1.25327510917031,1.97402597402597,1.90909090909091,0.647058823529412,1.0863309352518,1.06544622425629,1.0265625,1.01466905187835,0.867692307692308,0.903654485049834,0.994857332448573,0.973647711511789,0.952363636363637,0.703157894736842,0.60327868852459,1.06493506493506,0.9,0.849315068493151,0.948717948717949,0.988095238095238,0.916666666666667,"H"
"610",610,6,4.2,1.6,2015,30,2016,3,12,12,45,14,0.48,4.5,0.199999999999999,0.799999999999996,0.666666666666667,0.4,1.19444444444444,0.444444444444445,4.99999999999999,1,0.892857142857143,0.905487804878049,1.35889570552147,0,0.947368421052632,1,0.891786179921773,0.891768292682927,0.935158501440922,0.89452603471295,0.985270049099836,0.931506849315068,1.00505561172902,1.02533172496984,0.964856230031949,0.284177215189873,0.173291925465839,0.905882352941176,0.873417721518987,0.973684210526316,0.880952380952381,0.919540229885057,0.716666666666667,"D"
"611",611,2.7,3.2,2.9,2015,30,2016,3,12,15,0,19,1.04878048780488,0.888888888888889,1.99999999999999,0.399999999999999,1.24137931034483,1.25,0.756756756756759,0.952380952380953,0.599999999999999,0,1.01315789473684,1.44131455399061,1.26143790849673,0.513157894736842,0.833333333333333,0.833333333333333,0.987323943661972,1.07430830039526,0.997014925373134,0.9646875,1.11056603773585,1.01014925373134,1.01861993428259,1.03631737219524,1.02627840909091,1.37276785714286,1.62545454545455,1.06756756756757,0.987012987012987,1.01351351351351,1.01315789473684,1.01219512195122,1.44117647058824,"A"
"612",612,7.5,4.5,1.5,2015,30,2016,3,13,16,0,4,0.290909090909091,10,0.500000000000002,2.25000000000001,0.304347826086957,0.259259259259259,1.06451612903226,0.526315789473684,1,1,0.917647058823529,0.96137339055794,0.779220779220779,1.91025641025641,0.8,1.07142857142857,0.950292397660818,0.946366782006921,0.922360248447204,0.950375939849624,0.981718464351006,1.01228878648234,0.985278080697928,1.01063829787234,1.08154506437768,0.564102564102564,0.399545109931767,0.919540229885057,0.926829268292683,0.941176470588235,0.950617283950617,0.920454545454545,0.75,"A"
"613",613,1.57,4.33,6.25,2015,30,2016,3,14,20,0,7,2.5,0.0526315789473684,1.99999999999999,0.222222222222222,1.68965517241379,1.5,0.909090909090909,2.2,1,1,1.10144927536232,1.3393665158371,0.641137855579869,1.96052631578947,0.894736842105263,1,0.994342291371994,0.995090016366612,0.978395061728395,0.961918194640338,0.940298507462687,0.969044414535666,0.985543369890332,0.965517241379311,1.12313432835821,0.677685950413223,0.578786851914605,1.12857142857143,1.05970149253731,1.25,1.04347826086957,1.125,0.958333333333333,"H"
"614",614,1.75,3.8,5.25,2015,31,2016,3,19,15,0,34,0.816326530612245,2,1,1.5,1.15,1.18181818181818,0.735294117647061,1.17647058823529,1,1,1.1025641025641,1.43478260869565,1.07142857142857,1,1.0625,1.2,0.951923076923077,1.03174603174603,1.06826758147513,1.02918660287081,1.08,1.00390015600624,1.01427498121713,1.0515072394968,1.03194103194103,2.6,3.23702664796634,1.07692307692308,1.14473684210526,0.971830985915493,1.13157894736842,1.03529411764706,1.08888888888889,"D"
"615",615,3,3.4,2.5,2015,31,2016,3,19,15,0,24,0.523809523809524,15,1.25000000000001,3.49999999999999,0.913043478260872,0.846153846153847,1.68,0.62962962962963,1.99999999999999,1,0.960526315789474,1.02702702702703,1.04436860068259,0.51006711409396,0.88235294117647,0.764705882352941,0.986249407302038,0.966739766081872,1.05853487556958,0.984033887259694,1.15618263766412,1.06944444444444,1.03267577137076,1.02535714285714,1.00132890365448,1.19512195121951,1.1943793911007,0.911392405063291,1.04225352112676,0.964705882352941,1.05555555555556,0.888888888888889,0.978260869565217,"A"
"616",616,2.7,3.5,2.7,2015,31,2016,3,19,12,45,22,0.730769230769231,4,1,0.714285714285717,1.4390243902439,1.61538461538462,0.848484848484848,2.58333333333333,0.799999999999996,1,0.948717948717949,1.0337552742616,0.993610223642173,0.363636363636364,0.866666666666667,0.708333333333333,0.982375979112272,1.07638888888889,1.03983918128655,0.990629183400268,1.18466898954704,1.06023676880223,1.00834874208551,1.08284600389864,1.03139198678232,0.487465181058496,0.635728999771115,0.91566265060241,1.04225352112676,0.961538461538462,0.961038961038961,0.892857142857143,1.5,"A"
"617",617,1.67,3.8,6,2015,31,2016,3,19,17,30,23,2.0625,0.75,5.00000000000002,0.444444444444443,1.22222222222222,1.125,1.5,0.733333333333334,1,1,1,1.32142857142857,0.766666666666667,0.516778523489933,0.8125,1.07692307692308,0.938682965299685,0.880782918149467,0.96375,0.953843106180666,1.15,1.02664877300614,1.01974491047339,1.03909465020576,1.06318082788671,1.00444444444444,1.16796875,0.9625,1.05263157894737,1.140625,1.01298701298701,1.03703703703704,1,"H"
"618",618,2.4,3.25,3.3,2015,31,2016,3,19,15,0,7,0.86046511627907,1.55555555555556,0,0.666666666666667,1,0.88888888888889,1.20588235294118,1.4,1.75,1,0.974025974025974,0.97,1.2483660130719,0.493150684931507,0.933333333333333,0.8,1.02391629297459,0.947797716150082,0.960902255639098,0.962536023054755,0.979397781299524,0.998655913978495,0.991719434973208,0.989864864864865,1.02372881355932,0.972340425531915,0.760469011725293,1.0253164556962,0.881578947368421,0.826666666666667,0.961038961038961,0.975903614457831,1.04081632653061,"A"
"619",619,2.25,3.3,3.6,2015,31,2016,3,19,15,0,4,1.56,0.647058823529412,6.00000000000001,1.33333333333333,1.19230769230769,1.99999999999999,0.638297872340424,1.42857142857143,0.454545454545455,1,1.05333333333333,0.8,1.30034129692833,3,0.928571428571429,1.23076923076923,0.920257234726688,1.03740458015267,0.955670103092783,0.971332209106239,0.983333333333333,1.026,1.01642454195996,1.06178977272727,1.04180491041805,1.24939467312349,1.83793103448276,1.05194805194805,1.1304347826087,0.986486486486487,1.04054054054054,1.05,1.13953488372093,"A"
"620",620,1.83,3.75,4.75,2015,31,2016,3,20,16,0,25,1.08510638297872,0.666666666666667,1,1,1.46428571428572,1.55555555555556,0.971428571428566,1.1875,0.399999999999999,0,0.976744186046512,0.996884735202492,1.31746031746032,3,2,0.928571428571429,1.10324909747292,1.10782608695652,1.00105448154657,1.05743944636678,0.892710280373832,1.00283687943262,0.977839182094502,1.01743462017435,1.11216056670602,1.50769230769231,1.44289185905225,0.965909090909091,0.975308641975309,0.883720930232558,1.01204819277108,0.97752808988764,1.13207547169811,"A"
"621",621,2.1,3.5,3.8,2015,31,2016,3,20,13,30,21,0.96,1.05555555555556,0.333333333333333,1.25000000000001,0.780487804878049,0.615384615384617,0.96551724137931,0.916666666666668,0.499999999999999,1,0.932432432432432,0.747474747474748,1.49511400651466,0.962025316455696,1.53333333333333,0.8125,0.997189349112426,1.11812977099237,0.99106239460371,1.07618270799347,0.876764199655765,0.988656716417911,1.00099354197715,1.02609102609103,0.90909090909091,1.17525773195876,1.31077795786062,0.933333333333333,0.917808219178082,0.957746478873239,0.958333333333333,0.923076923076923,0.8,"D"
"622",622,2.63,3.4,2.88,2015,31,2016,3,20,13,30,32,1,1,0.272727272727272,3.99999999999999,0.804878048780486,0.476190476190476,1,1.2,1.33333333333333,2,0.974358974358974,0.587628865979381,1.26970954356846,0.955974842767296,0.857142857142857,1.53846153846154,0.914074074074075,0.934891485809683,0.956257982120052,0.950253202263926,1.03565365025467,1.06747701418108,1.00851703406814,1.06138014527845,1.11666666666667,0.48,0.40613266583229,0.902439024390244,1.02666666666667,1.13846153846154,1.04109589041096,0.976190476190476,0.596491228070175,"H"
